"NOTTINGHAM HUSKINSON STREET AND RADFORD ROAD",,,,,,,,,,,,
Grid ref,SK570405,Long,-1.152923,Lat,52.958851,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.04,2.90,,,,,
February,,,,,,0.90,2.44,,,,,
March,,,,,,2.56,1.72,,,,,
April,,,,,,1.63,0.41,,,,,
May,,,,,,0.57,1.85,,,,,
June,,,,,,2.90,1.81,,,,,
July,,,,,,1.23,0.59,,,,,
August,,,,,,3.53,1.48,,,,,
September,,,,,,1.75,,,,,,
October,,,,,,1.70,,,,,,
November,,,,,,2.83,,,,,,
December,,,,,,0.60,,,,,,
Total,,,,,,21.24,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,21.24,13.20,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,,
