"PIRBRIGHT",,,,,,,,,,,,
Grid ref,SU938552,Long,-0.656285,Lat,51.288221,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.90,0.98,,
February,,,,,,,,,1.07,0.37,,
March,,,,,,,,,3.09,3.77,,
April,,,,,,,,,2.82,1.88,,
May,,,,,,,,,1.97,1.60,,
June,,,,,,,,,1.23,3.40,,
July,,,,,,,,,1.38,2.35,,
August,,,,,,,,,3.00,1.54,,
September,,,,,,,,,1.53,2.41,,
October,,,,,,,,,2.64,4.54,,
November,,,,,,,,,0.75,0.57,,
December,,,,,,,,,2.17,3.18,,
Total,,,,,,,,,23.55,26.59,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.55,26.59,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,,
