"BRADFORD STUBDEN RESERVOIR",,,,,,,,,,,,
Grid ref,SE058332,Long,-1.913433,Lat,53.795078,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.71,3.28,3.12,4.23,4.50,1.91,6.65,2.21,4.36,2.98,,
February,5.26,1.91,1.57,5.14,4.36,2.05,3.13,3.24,3.53,3.38,,
March,0.96,4.04,2.31,6.06,2.22,3.86,3.40,3.86,4.61,3.75,,
April,2.34,3.35,2.12,2.41,2.78,3.12,2.01,3.04,3.19,4.50,,
May,1.79,1.52,3.25,3.74,3.37,0.87,3.98,3.78,3.17,3.10,,
June,3.75,1.37,2.17,1.50,1.39,2.76,1.86,7.11,2.49,2.99,,
July,2.46,2.06,3.35,4.65,2.08,2.19,3.09,3.41,5.22,5.22,,
August,5.32,2.49,4.17,4.76,4.80,6.51,5.32,4.04,3.43,3.59,,
September,1.29,1.72,2.14,5.62,0.99,2.32,1.18,1.13,3.82,4.03,,
October,5.87,2.69,4.79,11.21,1.48,3.63,7.80,6.35,3.04,4.93,,
November,4.97,6.28,3.08,2.40,2.94,5.45,5.77,3.60,3.72,2.01,,
December,4.97,5.11,4.39,2.42,2.86,1.44,4.43,5.81,3.76,6.62,,
Total,43.69,35.82,36.46,54.14,33.77,36.11,48.62,47.58,44.34,47.10,,
Calc annual,43.69,35.82,36.46,54.14,33.77,36.11,48.62,47.58,44.34,47.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
