"REARSBY RECTORY",,,,,,,,,,,,
Grid ref,SK650143,Long,-1.039061,Lat,52.722454,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.69,3.26,1.10,,,,
February,,,,,,0.74,2.22,0.72,,,,
March,,,,,,3.17,1.33,1.32,,,,
April,,,,,,1.41,0.60,1.94,,,,
May,,,,,,0.47,1.51,3.20,,,,
June,,,,,,2.01,2.82,2.19,,,,
July,,,,,,2.74,0.78,2.87,,,,
August,,,,,,3.44,0.78,2.41,,,,
September,,,,,,2.31,1.09,0.83,,,,
October,,,,,,0.75,4.67,4.45,,,,
November,,,,,,1.76,3.04,2.00,,,,
December,,,,,,1.09,2.52,2.99,,,,
Total,,,,,,20.58,24.62,26.02,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,20.58,24.62,26.02,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,,
