"COLNE, CEMETERY GROUNDS",,,,,,,,,,,,
Grid ref,SD897401,Long,-2.158076,Lat,53.857022,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.59,3.14,3.40,3.20,1.55,5.38,1.95,4.54,2.52,,
February,,0.89,1.20,4.16,4.37,2.40,2.68,2.75,2.55,4.86,,
March,,2.81,2.25,5.61,2.38,2.81,3.55,4.15,3.19,2.54,,
April,,2.46,1.95,2.75,3.24,2.72,1.23,1.86,2.64,4.64,,
May,,0.99,2.40,3.08,3.27,0.59,4.04,3.54,3.71,2.37,,
June,,1.07,1.26,2.69,1.76,2.38,1.38,5.11,2.64,2.29,,
July,,0.98,2.84,3.40,1.82,1.83,2.32,2.57,5.79,6.21,,
August,,1.74,2.42,4.93,4.10,3.82,4.58,4.71,4.86,3.14,,
September,,0.67,1.34,5.12,0.97,2.42,1.52,0.97,4.72,2.70,,
October,,2.43,3.68,8.53,1.89,3.41,5.46,4.97,1.68,4.85,,
November,,5.32,2.02,2.85,4.06,4.25,4.55,2.44,4.00,2.43,,
December,,4.34,3.46,1.95,2.93,1.71,3.56,5.11,3.63,6.43,,
Total,,26.29,27.96,48.47,33.99,29.89,40.25,40.13,43.95,44.98,,
Calc annual,0.00,26.29,27.96,48.47,33.99,29.89,40.25,40.13,43.95,44.98,,
Difference,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
