"TAFF FECHAN NEUADD RESERVOIR NO. 1",,,,,,,,,,,,
Grid ref,SO028181,Long,-3.412646,Lat,51.852999,,,,,,,
Station no,4159,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.32,5.48,4.32,10.50,9.92,2.69,10.73,3.95,5.99,4.06,,
February,6.57,2.12,3.00,5.55,7.73,2.68,5.70,2.90,4.40,1.20,,
March,1.45,5.67,3.54,11.06,3.38,10.13,5.20,4.33,5.55,5.82,,
April,3.48,6.77,3.35,3.24,4.94,7.54,1.76,6.81,3.93,5.33,,
May,4.54,1.60,4.01,5.54,4.42,0.63,4.44,4.19,5.31,2.60,,
June,5.01,3.41,4.85,3.37,2.50,5.49,3.47,7.79,2.38,5.05,,
July,3.74,2.26,2.41,4.35,4.25,2.68,2.15,4.70,7.16,5.46,,
August,7.10,4.42,4.37,9.72,6.50,7.98,5.45,7.56,8.93,2.80,,
September,3.65,3.69,3.49,7.02,3.74,3.39,2.10,1.50,4.46,5.90,,
October,9.83,4.41,6.69,16.66,4.07,4.64,9.06,10.57,4.91,15.46,,
November,7.50,3.02,5.87,6.02,4.30,6.74,7.84,5.08,4.52,3.60,,
December,14.03,10.56,6.41,6.58,6.48,2.58,4.98,10.67,6.01,15.80,,
Total,75.22,53.41,52.31,89.61,62.23,57.17,62.88,70.05,63.55,73.08,,
Calc annual,75.22,53.41,52.31,89.61,62.23,57.17,62.88,70.05,63.55,73.08,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
