"HALTWHISTLE MELKRIDGE, BLACKETT COLLIERY",,,,,,,,,,,,
Grid ref,NY743638,Long,-2.402963,Lat,54.968154,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.87,,
February,,,,,,,,,,3.24,,
March,,,,,,,,,,3.71,,
April,,,,,,,,,,3.12,,
May,,,,,,,,,,1.23,,
June,,,,,,,,,,3.09,,
July,,,,,,,,,,4.24,,
August,,,,,,,,,,2.94,,
September,,,,,,,,,,2.12,,
October,,,,,,,,,,3.71,,
November,,,,,,,,,,1.36,,
December,,,,,,,,,,3.50,,
Total,,,,,,,,,,35.13,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.13,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
