"HESLINGTON (YORK)",,,,,,,,,,,,
Grid ref,SE623505,Long,-1.052285,Lat,53.946863,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.00,1.25,1.50,1.27,0.43,2.93,0.80,1.25,0.83,,
February,,1.72,1.38,0.92,2.47,0.65,1.80,1.14,2.07,0.74,,
March,,1.82,0.96,2.00,1.32,1.52,1.49,1.16,3.11,3.14,,
April,,1.84,1.50,1.06,1.62,1.83,1.22,1.50,2.27,2.44,,
May,,1.24,2.09,3.83,1.93,0.77,1.50,3.88,2.05,1.71,,
June,,1.27,2.38,1.61,1.24,2.69,1.12,3.69,1.03,2.41,,
July,,0.98,2.37,2.87,1.13,1.70,0.76,1.69,2.47,3.01,,
August,,1.35,2.12,2.11,3.22,3.83,1.70,1.85,2.09,3.45,,
September,,0.85,0.60,3.45,0.57,2.47,0.48,0.93,1.91,1.85,,
October,,1.65,2.15,7.55,1.16,1.43,4.69,4.64,0.83,2.59,,
November,,3.34,1.26,1.45,1.44,3.24,3.04,2.96,1.72,0.49,,
December,,3.45,1.66,0.80,1.16,0.48,1.83,3.10,1.91,5.08,,
Total,,20.51,19.72,29.15,18.47,21.04,22.56,27.34,22.71,27.74,,
Calc annual,0.00,20.51,19.72,29.15,18.53,21.04,22.56,27.34,22.71,27.74,,
Difference,NaN,0.00,-0.00,0.00,-0.06,-0.00,-0.00,-0.00,0.00,-0.00,,
