"KNOCKHOLT KENT WATERWORKS",,,,,,,,,,,,
Grid ref,TQ466583,Long,0.101695,Lat,51.304947,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.82,0.51,0.60,1.99,3.48,0.88,4.20,1.26,1.59,1.04,,
February,3.44,0.79,1.17,1.31,2.43,0.56,1.90,1.51,1.34,0.55,,
March,0.61,1.91,1.24,1.78,1.10,2.80,0.99,0.96,2.84,2.71,,
April,0.70,1.53,0.53,1.85,1.01,1.94,0.49,2.91,2.35,1.48,,
May,1.05,0.74,2.30,2.00,1.96,0.71,1.16,2.24,1.73,1.32,,
June,2.39,1.73,3.71,6.00,1.01,5.96,2.48,1.18,2.48,3.71,,
July,1.11,1.19,0.00,3.94,1.39,0.42,1.41,1.08,4.02,3.35,,
August,2.89,1.96,2.47,3.36,1.66,2.53,0.58,1.74,3.84,1.73,,
September,0.72,1.31,0.62,1.96,1.80,2.19,2.21,0.71,1.71,3.60,,
October,1.79,2.80,2.10,6.12,2.12,1.37,4.60,3.46,1.54,5.08,,
November,2.33,0.48,1.63,2.36,1.57,3.44,5.91,2.12,1.19,1.05,,
December,2.52,3.33,1.18,1.71,2.98,0.64,1.62,3.29,2.80,3.05,,
Total,22.37,18.28,17.55,34.38,22.51,23.44,27.55,22.46,27.43,28.67,,
Calc annual,22.37,18.28,17.55,34.38,22.51,23.44,27.55,22.46,27.43,28.67,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
