"LIVERPOOL HUSKISSON STATION",,,,,,,,,,,,
Grid ref,SJ342926,Long,-2.991701,Lat,53.426068,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.26,2.14,2.10,2.35,2.26,1.25,4.79,1.92,1.81,1.40,,
February,3.74,1.65,1.74,2.01,4.17,1.07,2.31,1.40,2.47,0.73,,
March,1.13,1.95,1.92,3.11,1.48,3.14,2.59,1.88,2.81,2.52,,
April,1.30,1.58,1.85,1.77,1.08,2.33,0.86,0.95,2.67,2.70,,
May,1.75,0.73,3.08,2.91,1.73,0.32,2.34,2.86,3.55,1.30,,
June,2.17,1.76,1.41,1.96,1.08,2.02,1.33,5.15,2.18,2.63,,
July,1.05,1.60,1.58,2.15,1.19,1.67,0.90,2.61,2.93,3.97,,
August,7.39,2.97,1.88,3.90,3.83,3.34,2.90,3.10,2.80,2.90,,
September,0.63,0.73,0.68,5.13,2.23,1.65,1.49,0.60,3.54,2.48,,
October,3.98,3.63,2.59,7.86,1.51,3.30,5.51,3.77,2.40,4.31,,
November,2.92,2.72,1.69,3.07,1.87,3.87,2.09,3.30,2.27,1.12,,
December,2.69,3.43,2.62,1.70,2.67,0.59,3.28,1.97,3.29,6.37,,
Total,33.01,24.89,23.14,37.92,25.10,24.55,30.39,29.51,32.72,32.43,,
Calc annual,33.01,24.89,23.14,37.92,25.10,24.55,30.39,29.51,32.72,32.43,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
