"HALIFAX THORPE NO 1",,,,,,,,,,,,
Grid ref,SE043214,Long,-1.936364,Lat,53.689034,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.63,3.42,3.32,5.37,4.92,2.20,6.42,2.30,3.60,3.40,,
February,4.45,1.65,1.28,5.58,5.25,2.87,4.50,3.52,3.66,2.34,,
March,1.27,4.46,2.33,7.72,2.87,3.88,3.95,4.10,3.64,3.70,,
April,2.50,2.32,2.43,2.34,3.18,3.30,1.78,2.67,2.13,3.91,,
May,1.73,1.30,3.02,4.10,3.52,0.51,3.40,3.87,1.93,2.30,,
June,3.53,1.62,1.57,1.03,0.85,2.80,1.62,6.30,1.68,2.62,,
July,2.94,1.80,2.42,2.60,2.53,2.03,2.13,2.10,3.32,5.45,,
August,6.14,2.35,3.63,4.50,5.28,5.34,3.21,3.28,3.45,3.07,,
September,1.07,1.04,2.32,5.57,0.98,2.47,1.10,0.66,2.79,2.74,,
October,6.45,2.92,4.30,11.89,1.52,3.40,6.80,5.87,2.22,5.50,,
November,4.33,6.53,2.60,2.85,3.33,4.40,5.40,3.00,3.37,1.60,,
December,5.80,8.38,5.48,3.25,2.83,0.95,4.22,4.38,2.66,8.20,,
Total,46.84,37.79,34.70,56.80,37.06,34.15,44.53,42.05,34.45,44.83,,
Calc annual,46.84,37.79,34.70,56.80,37.06,34.15,44.53,42.05,34.45,44.83,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
