"OSWESTRY THE MOUNT RESERVOIR",,,,,,,,,,,,
Grid ref,SJ275304,Long,-3.078412,Lat,52.866176,,,,,,,
Station no,2311,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.59,2.63,3.25,5.18,4.28,0.83,5.74,1.57,2.05,2.16,,
February,4.70,0.92,1.60,3.34,4.57,1.31,3.71,1.87,2.07,1.25,,
March,1.18,3.62,1.99,7.28,2.04,4.88,1.80,1.54,3.95,3.19,,
April,1.83,3.11,2.27,1.19,1.51,1.82,0.91,2.02,3.70,2.82,,
May,1.96,1.37,3.69,5.76,2.46,1.67,2.68,2.88,3.34,1.51,,
June,2.72,2.02,3.63,1.45,1.53,1.99,1.33,4.43,3.03,4.34,,
July,1.79,4.04,2.24,3.42,1.99,2.19,0.54,2.72,4.70,2.10,,
August,6.35,2.39,4.20,6.35,5.21,4.62,3.63,2.62,4.25,2.52,,
September,0.93,1.50,2.58,7.47,1.49,1.94,0.75,0.97,3.98,2.82,,
October,4.74,3.93,4.74,9.98,1.16,2.23,7.36,6.83,3.62,5.15,,
November,4.26,3.86,2.90,3.18,1.51,3.61,2.81,4.22,2.32,1.06,,
December,4.46,5.27,4.41,3.37,2.40,1.18,3.20,3.87,3.58,5.17,,
Total,39.51,34.66,37.50,57.97,30.15,28.27,34.46,35.54,40.59,34.09,,
Calc annual,39.51,34.66,37.50,57.97,30.15,28.27,34.46,35.54,40.59,34.09,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
