"HARRINGTON LODGE",,,,,,,,,,,,
Grid ref,SP761806,Long,-0.882474,Lat,52.418110,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.80,1.80,1.87,,,,,,,
February,,,1.77,0.98,3.62,,,,,,,
March,,,1.48,2.33,1.80,,,,,,,
April,,,1.40,2.27,0.91,,,,,,,
May,,,2.12,2.90,2.57,,,,,,,
June,,,2.15,2.66,0.81,,,,,,,
July,,,0.83,2.40,,,,,,,,
August,,,2.92,3.84,,,,,,,,
September,,,1.42,3.05,,,,,,,,
October,,,1.73,6.42,,,,,,,,
November,,0.88,1.04,1.61,,,,,,,,
December,,3.54,0.92,1.25,,,,,,,,
Total,,,18.58,31.51,,,,,,,,
Calc annual,0.00,4.42,18.58,31.51,11.58,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
