"NOTTINGHAM BEESTON FIELDS",,,,,,,,,,,,
Grid ref,SK518375,Long,-1.230803,Lat,52.932412,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.95,1.53,1.00,1.95,2.85,0.97,3.11,1.08,1.22,1.20,,
February,4.01,1.30,1.70,1.18,3.13,0.86,2.55,1.70,1.51,0.74,,
March,1.07,2.20,1.47,3.37,1.83,2.50,1.54,1.40,3.05,3.43,,
April,1.05,1.45,2.09,1.96,1.35,1.69,0.60,2.29,2.33,1.53,,
May,1.74,0.93,2.31,3.67,1.62,0.62,2.49,3.57,2.33,1.29,,
June,3.49,1.76,1.46,2.01,0.41,2.81,2.29,2.84,2.49,2.43,,
July,1.75,3.50,1.13,2.25,2.28,1.14,0.64,2.37,2.92,3.88,,
August,3.86,1.20,4.09,5.64,2.85,3.39,1.61,2.95,3.44,2.67,,
September,0.71,1.05,1.19,2.97,1.79,1.54,1.10,0.79,1.66,2.99,,
October,2.14,1.67,2.31,6.60,0.52,1.29,5.18,3.83,1.43,3.27,,
November,2.24,1.77,1.36,2.10,1.28,2.89,2.93,1.95,1.49,0.78,,
December,3.85,5.76,1.73,1.30,1.74,0.74,2.43,2.98,1.67,4.35,,
Total,29.86,24.12,21.84,35.00,21.65,20.44,26.47,27.75,25.54,28.56,,
Calc annual,29.86,24.12,21.84,35.00,21.65,20.44,26.47,27.75,25.54,28.56,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
