"BOTHWELL CASTLE",,,,,,,,,,,,
Grid ref,NS691594,Long,-4.090286,Lat,55.810075,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.03,1.96,2.55,,1.38,,,,,,,
February,3.06,1.35,0.87,,1.49,,,,,,,
March,0.53,2.06,1.80,,1.13,,,,,,,
April,1.63,1.76,0.65,,2.56,,,,,,,
May,2.25,1.60,1.49,,2.00,,,,,,,
June,4.13,2.21,1.70,,1.24,,,,,,,
July,4.90,1.73,2.82,,1.80,,,,,,,
August,4.75,3.09,1.47,,3.14,,,,,,,
September,4.80,2.14,2.91,,1.79,,,,,,,
October,6.20,3.86,1.38,,1.40,,,,,,,
November,5.70,3.35,1.70,,2.12,,,,,,,
December,4.75,3.65,3.22,,3.32,,,,,,,
Total,47.73,28.76,22.56,,23.37,,,,,,,
Calc annual,47.73,28.76,22.56,0.00,23.37,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
