"EIGIAU LAKE, CAEDRYN NO 8",,,,,,,,,,,,
Grid ref,SH719639,Long,-3.917241,Lat,53.156775,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,12.60,,,,,,,,,,,
February,14.65,-999.00,,,,,,,,,,
March,2.40,,,,,,,,,,,
April,6.35,-999.00,,,,,,,,,,
May,6.09,2.20,,,,,,,,,,
June,7.65,-999.00,,,,,,,,,,
July,3.20,,,,,,,,,,,
August,16.70,-999.00,,,,,,,,,,
September,5.85,,,,,,,,,,,
October,13.90,-999.00,,,,,,,,,,
November,13.20,15.35,,,,,,,,,,
December,14.28,15.20,,,,,,,,,,
Total,116.87,91.45,,,,,,,,,,
Calc annual,116.87,32.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,58.70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
