"ASHTON WATERHOUSES",,,,,,,,,,,,
Grid ref,SD9212000845,Long,-2.120273,Lat,53.504236,,,,,,,
Station no,RR141,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.89,2.13,2.81,2.65,2.65,2.00,4.34,1.40,2.76,1.78,,
February,2.85,1.75,1.15,2.73,3.37,1.80,3.11,1.59,2.72,1.60,,
March,0.61,2.76,1.85,3.39,1.89,3.20,2.97,2.86,2.51,3.00,,
April,3.07,2.54,1.98,1.68,2.11,2.50,1.90,1.53,2.07,3.25,,
May,1.21,1.60,2.90,2.99,2.48,0.62,3.04,3.78,2.39,1.90,,
June,3.66,1.83,1.58,1.41,0.77,3.07,1.14,5.81,2.06,2.69,,
July,3.00,4.04,2.27,3.99,0.99,2.11,1.82,2.97,4.98,4.78,,
August,6.27,1.80,3.29,4.26,4.20,4.07,3.07,3.98,3.24,3.29,,
September,1.86,0.77,1.33,4.70,1.53,2.55,1.47,1.10,3.82,2.32,,
October,5.05,3.54,4.49,7.41,1.44,3.09,5.58,4.16,1.26,4.97,,
November,3.23,5.64,1.40,3.20,2.66,2.98,3.13,2.42,2.27,1.25,,
December,4.79,5.87,1.91,0.98,2.39,0.81,3.70,3.13,2.53,6.01,,
Total,40.49,34.27,26.96,39.39,26.48,28.80,35.27,34.73,32.61,36.84,,
Calc annual,40.49,34.27,26.96,39.39,26.48,28.80,35.27,34.73,32.61,36.84,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,,
