"LEICESTER TOWN HALL SQUARE",,,,,,,,,,,,
Grid ref,SK588043,Long,-1.132627,Lat,52.633276,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.02,0.91,0.65,1.60,2.14,0.70,3.12,0.87,0.81,0.78,,
February,4.31,1.05,1.27,0.64,2.06,0.51,2.15,0.90,0.93,0.49,,
March,0.62,1.59,1.03,2.53,1.32,2.04,1.36,1.09,2.23,2.32,,
April,0.79,1.18,1.85,1.44,0.84,1.19,0.64,1.49,2.50,1.12,,
May,1.49,0.85,2.30,2.13,1.74,0.21,1.51,2.83,1.66,1.26,,
June,2.67,1.97,1.78,1.58,0.16,2.43,3.18,1.85,1.34,2.72,,
July,2.67,3.40,0.94,2.07,3.01,1.30,0.63,2.45,3.10,2.81,,
August,3.43,1.34,3.78,3.58,3.53,2.93,1.04,2.12,2.87,2.55,,
September,0.36,1.32,1.01,2.08,1.42,2.12,0.94,0.69,1.34,2.21,,
October,2.07,1.22,1.66,5.17,0.45,1.16,3.56,4.35,0.91,2.75,,
November,2.21,0.79,1.14,1.26,1.05,1.92,2.87,1.77,0.79,0.27,,
December,3.49,3.77,0.93,1.17,1.38,0.66,2.23,2.70,1.33,3.39,,
Total,27.13,19.39,18.34,25.25,19.10,17.17,23.23,23.11,19.81,22.67,,
Calc annual,27.13,19.39,18.34,25.25,19.10,17.17,23.23,23.11,19.81,22.67,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
