"STON EASTON",,,,,,,,,,,,
Grid ref,ST622537,Long,-2.543347,Lat,51.281178,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.71,3.14,1.94,5.24,4.25,0.95,6.63,1.58,2.37,1.70,,
February,6.50,1.74,1.63,2.42,5.09,1.15,2.83,2.68,2.20,0.85,,
March,1.73,3.12,2.84,5.65,2.19,6.24,2.68,1.39,4.31,4.14,,
April,2.40,3.10,1.67,3.48,2.54,2.97,1.11,4.45,3.22,3.10,,
May,2.70,1.28,2.57,3.61,3.72,0.11,5.52,3.14,1.80,2.26,,
June,3.35,1.48,3.61,4.85,1.47,4.08,3.03,3.83,0.78,3.70,,
July,1.10,2.60,1.95,4.82,3.25,0.79,1.07,3.13,3.91,3.32,,
August,3.27,2.22,3.37,6.78,3.23,4.68,3.52,3.37,6.22,3.10,,
September,1.68,2.75,1.64,3.46,2.65,2.02,1.29,0.87,2.35,3.66,,
October,4.19,2.39,3.19,9.27,1.60,2.30,7.46,6.83,2.49,7.60,,
November,3.87,1.21,3.63,2.65,2.77,3.78,5.11,3.89,1.39,1.83,,
December,8.27,8.29,3.31,3.82,2.46,1.23,2.64,6.51,3.23,5.86,,
Total,44.77,33.32,31.35,56.05,35.22,30.30,42.89,41.67,34.27,41.12,,
Calc annual,44.77,33.32,31.35,56.05,35.22,30.30,42.89,41.67,34.27,41.12,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
