"TAFF FECHAN NEUADD RESERVOIR NO. 6",,,,,,,,,,,,
Grid ref,SO011209,Long,-3.438122,Lat,51.877866,,,,,,,
Station no,4171,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,9.00,6.89,6.01,16.65,13.70,3.80,11.45,4.40,8.30,5.70,,
February,10.97,2.06,3.97,11.90,11.80,3.00,7.15,5.00,5.75,1.44,,
March,1.53,10.65,5.59,17.15,4.20,12.36,5.90,4.52,6.50,8.25,,
April,4.84,8.67,4.43,3.60,6.20,9.10,1.94,6.00,4.44,6.90,,
May,6.75,2.17,4.58,5.80,5.95,1.00,5.46,5.85,8.03,2.94,,
June,7.75,4.61,5.84,2.92,3.85,7.90,4.55,12.30,3.35,5.43,,
July,3.51,3.49,3.35,5.00,5.60,2.70,2.78,7.60,10.00,7.50,,
August,9.45,6.89,5.25,12.40,7.05,9.05,7.20,10.97,11.03,3.51,,
September,5.95,5.90,3.75,8.95,4.70,5.05,2.50,2.46,6.03,6.40,,
October,10.92,5.58,8.60,19.50,4.12,4.45,10.50,12.10,5.20,21.97,,
November,8.00,4.25,7.20,6.60,5.00,7.65,8.55,6.60,7.70,5.85,,
December,19.71,14.80,8.68,6.56,8.90,2.93,5.86,14.63,9.24,15.72,,
Total,98.38,75.96,67.25,117.03,81.07,68.99,73.84,92.43,85.57,91.61,,
Calc annual,98.38,75.96,67.25,117.03,81.07,68.99,73.84,92.43,85.57,91.61,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,,
