"MANCHESTER OLDHAM ROAD",,,,,,,,,,,,
Grid ref,SJ854994,Long,-2.221519,Lat,53.491103,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.31,2.38,2.33,2.69,2.29,2.00,4.57,1.51,2.86,1.82,,
February,3.26,1.53,1.21,2.53,3.26,2.37,3.29,1.78,2.95,1.39,,
March,0.71,2.39,1.64,3.48,1.61,3.61,3.01,3.34,2.54,3.02,,
April,2.36,2.35,2.22,1.51,2.14,2.88,2.01,1.06,2.37,3.01,,
May,1.80,1.00,3.37,3.28,2.62,0.57,3.89,3.86,2.38,1.56,,
June,3.58,1.96,0.96,1.32,0.79,2.19,1.42,6.06,1.71,2.05,,
July,2.89,3.85,2.19,3.31,1.18,2.41,1.60,3.24,4.80,4.63,,
August,5.37,1.72,2.61,4.04,4.22,4.42,3.06,3.77,2.65,3.13,,
September,1.49,0.86,1.15,4.57,1.59,2.64,1.56,0.79,3.29,2.73,,
October,4.42,3.09,4.11,7.21,1.54,2.99,5.51,3.33,1.45,5.38,,
November,2.35,4.12,1.92,3.80,2.66,3.18,2.84,2.36,2.73,1.32,,
December,4.28,4.29,2.80,0.96,2.55,0.47,4.19,2.79,2.73,6.98,,
Total,36.82,29.54,26.51,38.70,26.45,29.73,36.95,33.89,32.46,37.02,,
Calc annual,36.82,29.54,26.51,38.70,26.45,29.73,36.95,33.89,32.46,37.02,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
