"SHEPTON MALLET SEWAGE FARM",,,,,,,,,,,,
Grid ref,ST597440,Long,-2.578095,Lat,51.193790,,,,,,,
Station no,2014,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,5.23,1.43,2.38,2.05,,
February,,,,,,,3.43,2.13,2.04,1.09,,
March,,,,,,,2.91,1.11,2.96,4.34,,
April,,,,,,,1.56,6.07,3.19,2.79,,
May,,,,,,,4.65,2.49,2.23,1.19,,
June,,,,,,,2.10,3.25,0.68,2.54,,
July,,,,,,,1.82,2.86,3.46,4.01,,
August,,,,,,,3.03,3.96,5.94,2.58,,
September,,,,,,,1.13,1.17,3.26,4.83,,
October,,,,,,,6.07,6.12,2.91,7.08,,
November,,,,,,,4.58,4.10,1.48,1.20,,
December,,,,,,,3.00,5.62,3.48,5.43,,
Total,,,,,,,39.51,40.31,34.01,39.13,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,39.51,40.31,34.01,39.13,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,,
