"GLASGOW OBSERVATORY",,,,,,,,,,,,
Grid ref,NS565673,Long,-4.295344,Lat,55.877419,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.56,2.35,2.99,7.36,3.47,2.21,4.38,2.04,4.23,4.61,,
February,2.86,1.56,1.48,6.33,2.22,2.09,2.53,2.61,2.31,1.72,,
March,0.43,2.03,2.27,6.83,1.42,3.27,3.21,3.98,4.21,2.86,,
April,2.05,2.55,0.79,1.45,4.00,2.42,1.33,1.72,1.36,3.41,,
May,2.15,1.72,2.13,2.59,3.42,1.52,4.40,4.02,3.38,3.02,,
June,4.38,3.18,1.97,1.99,1.62,0.66,1.41,4.12,2.56,3.09,,
July,3.50,2.57,2.84,3.17,3.60,2.96,2.38,2.96,2.22,3.46,,
August,4.91,3.61,2.56,6.53,3.93,4.06,4.99,5.28,2.64,3.22,,
September,3.42,2.92,2.99,3.48,3.51,2.71,1.89,1.40,5.23,1.78,,
October,5.73,3.59,1.86,8.31,1.31,2.28,5.16,6.80,1.92,5.50,,
November,5.54,3.07,2.62,2.52,1.95,3.53,4.44,2.23,2.75,2.45,,
December,7.45,3.76,4.57,2.76,3.24,2.97,3.99,5.48,3.03,4.16,,
Total,46.98,32.91,29.07,53.32,33.69,30.68,40.11,42.64,35.84,39.28,,
Calc annual,46.98,32.91,29.07,53.32,33.69,30.68,40.11,42.64,35.84,39.28,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
