"LINCOLN SKELLINGTHORPE HALL",,,,,,,,,,,,
Grid ref,SK930715,Long,-0.608191,Lat,53.232404,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.06,0.59,0.79,1.78,1.73,0.43,2.60,0.84,0.96,1.21,,
February,3.32,1.67,1.24,0.53,2.44,0.51,2.23,1.38,1.84,0.67,,
March,0.84,2.16,1.39,2.98,1.52,1.94,1.30,1.28,2.13,2.51,,
April,1.08,1.19,1.86,1.36,0.69,1.62,0.65,1.87,2.48,1.76,,
May,1.38,0.97,2.37,2.39,2.61,0.51,1.33,3.37,2.37,0.86,,
June,2.19,1.45,1.90,0.94,0.46,2.78,1.75,2.63,1.16,2.92,,
July,1.00,2.23,1.35,2.07,3.49,1.02,0.61,1.71,2.65,3.83,,
August,5.09,1.49,2.69,4.85,2.91,3.35,1.75,2.38,1.95,3.29,,
September,0.71,1.12,0.50,3.28,1.66,1.52,0.76,0.79,1.65,1.84,,
October,1.99,1.43,2.12,5.40,0.34,1.36,4.92,5.27,0.95,3.07,,
November,1.88,2.21,1.52,1.57,0.77,2.63,2.51,2.06,1.14,0.29,,
December,3.19,4.75,1.35,0.73,1.48,0.56,2.01,1.67,1.53,4.17,,
Total,25.73,21.26,19.08,27.88,20.10,18.23,22.42,25.25,20.81,26.42,,
Calc annual,25.73,21.26,19.08,27.88,20.10,18.23,22.42,25.25,20.81,26.42,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
