"GAINSBOROUGH",,,,,,,,,,,,
Grid ref,SK819898,Long,-0.769720,Lat,53.398684,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.39,0.74,0.73,1.56,1.28,0.43,2.19,0.57,0.63,0.70,,
February,2.43,1.15,1.28,0.55,2.49,0.33,1.85,0.88,1.23,0.48,,
March,0.37,1.16,1.13,2.05,1.16,1.65,1.19,1.14,2.40,2.28,,
April,0.92,1.22,1.96,1.07,1.01,1.40,0.51,1.59,1.68,1.74,,
May,1.30,0.74,2.48,2.53,1.87,0.35,1.45,2.60,1.73,0.82,,
June,2.11,1.89,2.44,1.44,0.18,1.61,1.31,2.17,0.99,2.65,,
July,2.26,4.03,1.61,2.98,2.38,0.31,0.56,1.59,2.50,3.39,,
August,3.80,1.27,2.87,4.23,2.13,2.22,1.20,1.27,1.90,2.87,,
September,0.92,0.84,0.65,2.97,0.95,1.00,0.68,0.49,1.17,1.57,,
October,2.12,1.32,2.49,5.73,0.19,1.07,3.72,3.39,0.72,2.22,,
November,1.73,2.24,1.50,1.26,0.55,2.04,2.11,1.48,0.86,0.16,,
December,2.44,4.37,1.72,0.64,1.05,0.38,1.14,1.97,0.94,3.44,,
Total,22.79,20.97,20.86,27.01,15.24,12.79,17.91,19.14,16.75,22.32,,
Calc annual,22.79,20.97,20.86,27.01,15.24,12.79,17.91,19.14,16.75,22.32,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
