"KETTERING W.W. CRANSLEY",,,,,,,,,,,,
Grid ref,SP833782,Long,-0.777229,Lat,52.395491,,,,,,,
Station no,1124,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.31,0.98,0.74,1.94,1.96,0.91,3.69,0.95,1.08,0.84,,
February,4.39,1.21,1.57,0.94,2.94,0.53,1.59,1.22,0.78,0.44,,
March,0.63,2.06,1.21,2.81,1.43,2.40,1.42,0.85,2.73,2.45,,
April,0.59,2.34,1.19,1.98,0.91,1.83,0.45,2.56,2.77,1.34,,
May,1.09,1.98,1.86,2.17,1.79,1.04,1.46,4.42,1.37,1.16,,
June,1.59,1.67,2.41,2.68,0.98,2.93,3.89,1.83,0.90,3.34,,
July,2.63,1.63,1.00,2.20,2.40,1.03,0.48,2.64,2.05,2.65,,
August,3.47,1.67,2.82,3.54,1.85,2.58,0.71,1.83,2.69,2.05,,
September,0.57,1.00,1.33,2.57,1.74,1.65,1.00,0.54,1.61,1.90,,
October,1.58,1.36,1.76,5.68,0.60,0.86,4.53,3.83,1.13,3.23,,
November,2.27,0.69,1.71,1.35,1.09,2.49,3.84,2.18,0.78,0.64,,
December,3.95,3.67,1.03,1.12,1.46,0.79,2.72,3.25,1.46,3.91,,
Total,26.07,20.26,18.63,28.98,19.15,19.04,25.78,26.10,19.35,23.95,,
Calc annual,26.07,20.26,18.63,28.98,19.15,19.04,25.78,26.10,19.35,23.95,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
