"YORK ST PAUL'S SQUARE",,,,,,,,,,,,
Grid ref,SE590513,Long,-1.102402,Lat,53.954438,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.76,,,,,,,,,,,
February,4.30,,,,,,,,,,,
March,0.52,,,,,,,,,,,
April,1.28,,,,,,,,,,,
May,1.17,,,,,,,,,,,
June,2.02,,,,,,,,,,,
July,1.34,,,,,,,,,,,
August,4.08,,,,,,,,,,,
September,0.91,,,,,,,,,,,
October,3.63,,,,,,,,,,,
November,3.29,,,,,,,,,,,
December,2.91,,,,,,,,,,,
Total,29.21,,,,,,,,,,,
Calc annual,29.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
