"ORCHESTON ELSTON HILL",,,,,,,,,,,,
Grid ref,SU068457,Long,-1.904035,Lat,51.210466,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,3.44,4.64,,,,,,,
February,,,,1.51,3.88,,,,,,,
March,,,,4.30,1.79,,,,,,,
April,,,,3.42,1.63,,,,,,,
May,,,,2.78,3.02,,,,,,,
June,,,,4.29,1.28,,,,,,,
July,,,,4.14,3.13,,,,,,,
August,,,,4.76,2.93,,,,,,,
September,,,,2.05,2.11,,,,,,,
October,,,,9.15,1.82,,,,,,,
November,,,,1.96,1.99,,,,,,,
December,,,,3.43,3.18,,,,,,,
Total,,,,45.23,31.40,,,,,,,
Calc annual,0.00,0.00,0.00,45.23,31.40,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
