"HEREFORD BURGHILL COURT",,,,,,,,,,,,
Grid ref,SO476443,Long,-2.766296,Lat,52.094548,,,,,,,
Station no,2235,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.23,1.94,0.82,2.80,2.58,1.07,3.61,1.41,0.85,0.74,,
February,4.84,0.93,1.19,1.92,4.33,0.72,1.58,0.97,0.83,0.51,,
March,1.33,2.21,1.30,3.84,1.53,3.24,1.15,0.52,3.20,2.13,,
April,0.84,2.58,1.84,1.84,1.03,2.49,1.05,2.23,3.05,1.69,,
May,2.17,0.77,2.24,4.39,2.17,0.60,2.14,3.35,1.57,0.91,,
June,1.72,2.46,3.05,3.17,0.82,3.32,2.30,2.64,0.78,2.66,,
July,2.19,2.58,1.10,2.29,2.37,0.93,0.51,3.90,1.51,2.61,,
August,3.45,2.14,2.51,3.97,1.74,4.49,1.27,1.74,2.39,1.34,,
September,0.47,1.55,2.37,2.48,2.27,1.22,0.79,0.56,2.02,2.54,,
October,3.26,1.41,3.10,5.81,0.75,1.87,4.51,7.17,2.11,2.48,,
November,2.46,0.76,3.22,1.34,1.44,2.62,2.72,2.22,1.07,0.76,,
December,5.11,4.79,1.53,1.86,2.10,0.53,2.03,2.52,2.21,4.35,,
Total,31.07,24.12,24.27,35.71,23.13,23.10,23.66,29.23,21.59,22.72,,
Calc annual,31.07,24.12,24.27,35.71,23.13,23.10,23.66,29.23,21.59,22.72,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
