"KIRKBY LONSDALE CASTERTON CLERGY DAUGHTERS SCHOOL",,,,,,,,,,,,
Grid ref,SD626797,Long,-2.574958,Lat,54.211662,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,7.25,4.66,2.92,7.93,4.12,6.04,3.70,,
February,,,,5.70,3.96,3.28,3.23,2.80,2.53,2.14,,
March,,,,5.94,3.63,3.48,5.46,5.68,3.74,3.27,,
April,,,,1.81,4.83,4.61,1.50,2.34,2.66,3.41,,
May,,,,3.52,3.74,1.51,7.35,4.96,3.04,2.26,,
June,,,,2.57,2.13,2.64,4.01,9.85,3.87,2.84,,
July,,,,5.64,1.87,2.58,3.80,4.58,5.09,8.37,,
August,,,,10.45,3.80,6.22,6.27,5.05,5.09,5.06,,
September,,,,8.24,1.66,4.43,1.77,0.56,7.96,3.71,,
October,,,,10.97,2.57,3.45,7.34,4.61,2.24,7.66,,
November,,,,2.94,4.49,5.51,5.74,4.61,4.05,3.11,,
December,,,,4.25,4.82,2.03,3.38,4.19,4.28,9.34,,
Total,,,,69.28,42.16,42.66,57.78,53.35,50.59,54.87,,
Calc annual,0.00,0.00,0.00,69.28,42.16,42.66,57.78,53.35,50.59,54.87,,
Difference,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
