"SHAWS W W COMPENSATION RESERVOIR",,,,,,,,,,,,
Grid ref,NS248723,Long,-4.804669,Lat,55.911805,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,9.60,4.62,6.06,8.41,6.86,4.82,8.25,5.42,9.43,8.89,,
February,3.89,2.20,2.14,10.08,6.36,5.80,4.93,5.74,5.11,4.01,,
March,0.51,2.90,5.10,9.58,4.01,6.86,5.88,6.34,6.87,2.79,,
April,4.10,5.14,2.68,2.03,7.77,5.29,2.12,4.88,2.57,6.13,,
May,4.91,1.91,3.39,3.57,4.28,3.01,7.68,7.33,3.82,4.35,,
June,4.10,4.12,1.84,2.72,3.41,1.79,2.08,5.98,4.16,3.17,,
July,5.02,2.21,5.16,5.83,3.81,4.68,4.79,3.22,5.64,6.28,,
August,5.83,7.08,4.72,9.84,6.68,6.33,5.79,8.15,5.94,4.37,,
September,5.85,6.13,5.35,5.27,7.05,3.77,4.30,2.44,11.76,3.00,,
October,8.42,6.86,3.90,12.30,4.80,5.56,9.89,7.92,1.94,10.44,,
November,7.29,6.77,5.92,5.45,5.01,7.70,7.30,6.44,6.48,4.92,,
December,10.81,5.79,7.11,7.50,5.66,6.28,6.87,9.87,8.47,9.32,,
Total,70.33,55.73,53.37,82.58,65.70,61.89,69.88,73.73,72.19,67.67,,
Calc annual,70.33,55.73,53.37,82.58,65.70,61.89,69.88,73.73,72.19,67.67,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
