"BODIAM STATION EWHURST RECTORY",,,,,,,,,,,,
Grid ref,TQ7935424402,Long,0.554243,Lat,50.991071,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,0.75,1.08,2.36,4.25,,,,,,,
February,,1.84,1.31,1.59,,,,,,,,
March,,1.97,1.48,2.58,,,,,,,,
April,,2.33,0.95,1.67,,,,,,,,
May,,0.80,2.25,2.31,,,,,,,,
June,,1.24,2.52,3.55,,,,,,,,
July,,2.86,1.07,4.34,,,,,,,,
August,,1.96,3.86,4.11,,,,,,,,
September,,0.78,1.22,3.41,,,,,,,,
October,,2.46,2.05,5.58,,,,,,,,
November,,0.62,2.53,2.54,,,,,,,,
December,,4.81,2.13,1.62,,,,,,,,
Total,,22.42,22.45,35.66,,,,,,,,
Calc annual,0.00,22.42,22.45,35.66,4.25,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
