"HENLEY-IN-ARDEN BARRELLS PARK",,,,,,,,,,,,
Grid ref,SP124665,Long,-1.819598,Lat,52.296490,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.30,1.31,,,,,,,,,,
February,4.13,1.68,,,,,,,,,,
March,0.79,1.78,,,,,,,,,,
April,1.13,1.82,,,,,,,,,,
May,1.63,1.00,,,,,,,,,,
June,3.04,1.94,,,,,,,,,,
July,1.53,2.08,,,,,,,,,,
August,3.28,1.48,,,,,,,,,,
September,0.44,1.44,,,,,,,,,,
October,2.07,1.22,,,,,,,,,,
November,2.90,1.18,,,,,,,,,,
December,4.50,2.10,,,,,,,,,,
Total,28.74,19.03,,,,,,,,,,
Calc annual,28.74,19.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
