"POTTON VICARAGE",,,,,,,,,,,,
Grid ref,TL228494,Long,-0.207455,Lat,52.129272,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.89,,,,,,,,,,,
February,2.50,,,,,,,,,,,
March,0.50,,,,,,,,,,,
April,0.65,,,,,,,,,,,
May,1.46,,,,,,,,,,,
June,2.66,,,,,,,,,,,
July,1.36,,,,,,,,,,,
August,2.60,,,,,,,,,,,
September,0.22,,,,,,,,,,,
October,1.68,,,,,,,,,,,
November,1.58,,,,,,,,,,,
December,2.00,,,,,,,,,,,
Total,20.10,,,,,,,,,,,
Calc annual,20.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
