"SUTTON SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ249655,Long,-0.206906,Lat,51.374826,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.44,0.91,0.55,2.40,3.22,1.15,3.79,0.88,1.54,0.76,,
February,4.10,1.24,0.75,1.27,3.05,0.85,1.72,1.39,1.04,0.65,,
March,0.95,2.22,1.71,2.00,1.51,3.61,1.14,0.67,2.80,3.32,,
April,0.64,1.84,0.76,1.77,1.26,1.43,0.52,3.54,2.50,1.61,,
May,1.07,0.57,2.19,2.32,2.79,0.93,1.20,1.86,1.86,1.40,,
June,2.78,2.13,4.09,6.79,0.81,4.59,2.52,1.72,1.92,4.02,,
July,2.01,2.19,1.09,4.45,1.56,1.43,0.51,0.87,2.74,2.69,,
August,2.55,1.97,3.40,4.35,1.59,2.69,0.68,2.39,3.37,2.13,,
September,0.65,1.44,1.60,3.06,1.17,1.55,1.63,0.45,1.69,2.99,,
October,1.91,2.50,1.65,5.21,1.94,0.84,3.19,3.86,2.62,4.25,,
November,2.24,0.58,1.86,2.09,1.57,3.71,3.91,2.15,0.66,0.91,,
December,2.17,3.68,1.38,1.93,2.42,0.83,1.91,3.10,2.22,2.86,,
Total,24.51,21.27,21.03,37.64,22.89,23.61,22.72,22.88,24.96,27.59,,
Calc annual,24.51,21.27,21.03,37.64,22.89,23.61,22.72,22.88,24.96,27.59,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
