"SHEPTON MALLET SEWAGE FARM",,,,,,,,,,,,
Grid ref,ST597440,Long,-2.578095,Lat,51.193790,,,,,,,
Station no,2014,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.90,3.10,1.64,4.30,3.68,1.27,5.79,,,,,
February,4.61,1.48,1.42,2.44,4.20,1.45,3.33,,,,,
March,2.00,2.60,2.42,4.33,2.03,5.20,2.91,,,,,
April,2.22,2.43,1.48,4.06,2.26,2.89,1.54,,,,,
May,2.26,1.27,3.35,3.60,3.92,0.21,5.45,,,,,
June,3.52,1.26,5.17,4.59,1.29,3.72,2.10,,,,,
July,1.49,1.86,2.26,4.07,3.22,1.02,1.82,,,,,
August,3.13,2.89,4.03,6.50,3.84,5.75,3.00,,,,,
September,0.87,2.52,1.73,3.14,2.66,2.02,1.11,,,,,
October,3.12,2.59,2.94,8.48,2.37,2.34,7.31,,,,,
November,3.79,1.12,3.55,2.65,3.19,3.93,3.58,,,,,
December,7.20,6.73,2.55,3.49,3.19,1.21,3.00,,,,,
Total,40.11,29.85,32.54,51.65,35.85,31.01,40.94,,,,,
Calc annual,40.11,29.85,32.54,51.65,35.85,31.01,40.94,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
