"WELLINGTON COLLEGE",,,,,,,,,,,,
Grid ref,SU831638,Long,-0.807683,Lat,51.367193,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.90,1.32,0.85,2.44,3.03,0.66,3.87,0.67,1.53,0.79,,
February,4.41,1.63,1.14,1.25,3.20,0.74,1.85,1.52,1.28,0.54,,
March,1.03,1.85,2.47,3.84,1.29,3.36,1.51,0.85,3.06,3.69,,
April,0.93,2.00,0.98,2.28,1.39,1.57,0.65,3.44,3.92,2.16,,
May,1.48,0.76,2.35,2.75,3.04,0.64,2.10,1.59,1.46,1.76,,
June,2.64,1.61,3.62,6.67,0.90,4.02,2.62,2.86,1.00,3.89,,
July,0.70,2.22,0.79,3.23,1.88,0.51,0.31,1.51,2.13,2.53,,
August,3.36,2.48,3.39,2.88,1.74,2.61,0.76,2.44,3.03,2.45,,
September,0.62,1.29,0.83,2.17,1.28,2.18,1.21,0.73,1.47,3.11,,
October,2.02,2.63,1.45,7.78,1.59,1.51,5.23,5.02,2.46,5.63,,
November,2.09,0.45,2.91,1.74,1.63,3.30,4.36,2.12,0.82,0.75,,
December,3.18,3.85,1.36,2.56,2.48,0.88,2.36,3.29,2.64,2.92,,
Total,25.36,22.09,22.14,39.59,23.45,21.98,26.83,26.04,24.80,30.22,,
Calc annual,25.36,22.09,22.14,39.59,23.45,21.98,26.83,26.04,24.80,30.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
