"CHERTSEY OTTERSHAW",,,,,,,,,,,,
Grid ref,TQ021637,Long,-0.534870,Lat,51.363200,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.95,1.02,0.92,2.85,2.40,0.93,3.65,0.54,1.72,0.82,,
February,4.97,2.29,1.00,1.05,3.21,0.66,1.83,1.53,0.95,0.39,,
March,1.14,1.80,1.77,2.53,1.40,3.40,1.19,0.94,2.50,3.04,,
April,0.86,1.96,0.93,2.00,1.38,1.38,0.49,3.36,3.03,1.81,,
May,1.17,0.56,2.26,2.55,2.68,0.47,2.23,1.57,1.50,1.79,,
June,2.10,1.88,4.55,6.92,0.63,4.70,2.26,2.18,1.36,3.45,,
July,0.99,1.87,1.11,4.09,1.77,0.37,0.27,1.34,2.52,2.57,,
August,2.49,1.97,3.69,2.89,1.60,2.66,0.75,2.39,2.55,1.60,,
September,0.36,1.04,1.24,2.83,1.57,1.91,1.32,0.60,1.33,3.54,,
October,1.77,1.81,1.64,6.48,1.60,1.48,4.08,4.08,2.67,3.62,,
November,1.61,0.50,1.76,1.82,1.70,2.84,3.86,2.23,0.62,0.63,,
December,2.55,3.34,1.15,1.75,2.45,0.75,2.22,3.25,2.14,2.67,,
Total,22.96,20.04,22.02,37.76,22.39,21.55,24.15,24.01,22.89,25.93,,
Calc annual,22.96,20.04,22.02,37.76,22.39,21.55,24.15,24.01,22.89,25.93,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
