"BARKBY HALL",,,,,,,,,,,,
Grid ref,SK637098,Long,-1.059176,Lat,52.682160,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.40,0.93,1.24,0.99,,
February,,,,,,,2.30,1.21,1.33,0.63,,
March,,,,,,,1.77,1.43,2.55,3.22,,
April,,,,,,,0.76,2.24,2.54,1.41,,
May,,,,,,,1.88,3.28,1.70,1.01,,
June,,,,,,,3.23,2.23,1.25,3.11,,
July,,,,,,,0.76,2.83,2.93,3.30,,
August,,,,,,3.05,0.96,2.26,2.93,2.69,,
September,,,,,,2.77,0.89,1.05,1.87,2.47,,
October,,,,,,1.15,4.28,4.61,1.16,3.14,,
November,,,,,,2.08,3.08,1.99,0.87,0.59,,
December,,,,,,1.01,2.87,2.78,1.53,3.55,,
Total,,,,,,,26.18,26.84,21.90,26.11,,
Calc annual,0.00,0.00,0.00,0.00,0.00,10.06,26.18,26.84,21.90,26.11,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,0.00,,
