"NEW MALDEN SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ197685,Long,-0.280569,Lat,51.402908,,,,,,,
Station no,151,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.40,0.80,0.59,1.85,2.07,0.86,3.07,0.65,1.13,0.67,,
February,2.94,0.81,0.58,0.67,1.65,0.55,1.30,1.10,0.89,0.45,,
March,0.81,1.66,1.03,1.59,0.99,2.99,0.85,0.67,2.43,2.69,,
April,0.54,1.68,0.46,1.34,0.70,1.29,0.37,3.01,2.25,1.25,,
May,0.71,0.36,1.81,1.77,1.93,0.88,0.99,1.40,1.22,1.55,,
June,1.85,1.75,3.65,5.89,0.75,4.48,2.41,1.53,2.85,4.40,,
July,1.05,1.61,0.91,4.05,1.28,0.97,0.51,1.02,2.78,3.24,,
August,2.61,1.86,2.68,4.01,1.74,3.07,0.90,1.96,3.09,1.53,,
September,0.45,1.30,1.60,2.69,0.92,1.53,2.08,0.45,1.55,1.81,,
October,1.49,1.64,1.10,4.52,1.56,1.06,3.15,2.99,1.83,3.49,,
November,1.77,0.35,1.15,1.42,1.38,2.77,3.53,2.13,0.50,0.81,,
December,1.91,2.51,1.09,1.07,2.06,0.55,1.64,2.66,1.46,2.25,,
Total,18.53,16.33,16.65,30.87,17.03,21.00,20.80,19.57,21.98,24.14,,
Calc annual,18.53,16.33,16.65,30.87,17.03,21.00,20.80,19.57,21.98,24.14,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
