"HAMPSTEAD SQUIRE'S MOUNT",,,,,,,,,,,,
Grid ref,TQ265862,Long,-0.176529,Lat,51.560503,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.59,0.49,0.48,2.41,2.29,1.25,4.10,0.74,1.69,0.74,,
February,2.69,1.16,1.43,1.00,2.26,0.84,1.93,0.69,1.59,0.26,,
March,0.64,1.76,1.31,2.12,1.16,3.13,0.46,0.99,2.79,2.79,,
April,0.91,2.08,0.29,1.89,0.91,1.82,0.25,2.87,1.39,2.01,,
May,1.00,1.07,2.17,2.56,1.78,1.48,1.49,1.52,1.98,1.82,,
June,2.43,0.61,3.38,5.78,0.67,4.05,2.39,2.39,1.40,3.61,,
July,1.36,4.61,1.07,4.38,0.96,1.18,0.11,2.08,4.13,3.24,,
August,2.87,1.47,4.33,3.97,0.51,2.60,0.69,1.72,2.45,2.27,,
September,1.03,1.94,0.59,3.73,1.60,1.90,1.97,0.65,1.49,1.75,,
October,1.77,2.10,1.23,5.59,1.62,1.59,3.74,4.60,1.43,4.96,,
November,1.84,0.48,1.49,1.67,1.65,3.14,4.06,2.40,0.66,0.58,,
December,2.37,2.79,1.12,2.09,2.24,0.84,1.87,2.92,1.98,1.35,,
Total,21.50,20.56,18.89,37.19,17.65,23.82,23.06,23.57,22.98,25.38,,
Calc annual,21.50,20.56,18.89,37.19,17.65,23.82,23.06,23.57,22.98,25.38,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
