"EXETER MANSTON TERRACE",,,,,,,,,,,,
Grid ref,SX933923,Long,-3.512893,Lat,50.720498,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,4.11,,,,,,,
February,,,,,5.73,,,,,,,
March,,,,,2.03,,,,,,,
April,,,,,0.95,,,,,,,
May,,,,,2.26,,,,,,,
June,,,,,0.89,,,,,,,
July,,,,,6.36,,,,,,,
August,,,,,2.33,,,,,,,
September,,,,,1.98,,,,,,,
October,,,,,1.42,,,,,,,
November,,,,,1.80,,,,,,,
December,,,,,2.87,,,,,,,
Total,,,,,32.73,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,32.73,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
