"SUTTON PARK, MANOR HOUSE",,,,,,,,,,,,
Grid ref,TQ014534,Long,-0.547847,Lat,51.270740,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.72,,
February,,,,,,,,,,0.50,,
March,,,,,,,,,,4.16,,
April,,,,,,,,,,1.51,,
May,,,,,,,,,,1.81,,
June,,,,,,,,,,3.31,,
July,,,,,,,,,,2.51,,
August,,,,,,,,,,1.78,,
September,,,,,,,,,,2.47,,
October,,,,,,,,,,4.41,,
November,,,,,,,,,,0.72,,
December,,,,,,,,,,2.82,,
Total,,,,,,,,,,26.72,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.72,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
