"LIVERPOOL ST JOHNS GARDENS",,,,,,,,,,,,
Grid ref,SJ345907,Long,-2.986792,Lat,53.409030,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.02,2.08,,,,,,,,,,
February,3.40,1.33,,,,,,,,,,
March,1.12,1.73,,,,,,,,,,
April,1.19,1.76,,,,,,,,,,
May,1.48,1.03,,,,,,,,,,
June,2.40,1.84,,,,,,,,,,
July,1.00,1.74,,,,,,,,,,
August,7.40,3.00,,,,,,,,,,
September,0.60,0.83,,,,,,,,,,
October,4.14,3.49,,,,,,,,,,
November,3.19,3.20,,,,,,,,,,
December,2.81,3.41,,,,,,,,,,
Total,32.75,25.44,,,,,,,,,,
Calc annual,32.75,25.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
