"LEEDS WESTWOOD RESERVOIR",,,,,,,,,,,,
Grid ref,SE271373,Long,-1.589729,Lat,53.831259,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.88,1.66,1.16,1.99,2.78,0.75,3.19,,,,,
February,4.26,1.54,1.38,1.93,3.51,1.22,1.99,,,,,
March,0.62,1.65,0.71,3.27,1.72,2.09,1.58,,,,,
April,1.17,2.46,1.52,1.16,1.48,2.24,0.51,,,,,
May,1.17,0.95,2.77,3.15,2.82,0.63,1.84,,,,,
June,2.52,0.85,1.69,1.62,1.19,1.48,1.21,,,,,
July,3.43,0.99,1.98,3.00,2.93,1.43,1.27,,,,,
August,4.54,1.24,3.16,2.72,3.26,4.00,1.75,,,,,
September,0.63,0.99,1.07,3.62,0.99,1.47,0.53,,,,,
October,3.28,1.74,2.58,7.04,0.50,1.93,4.06,,,,,
November,2.91,3.76,1.58,1.46,1.94,3.78,3.21,,,,,
December,2.96,4.69,2.33,1.07,1.75,0.34,2.47,,,,,
Total,31.37,22.52,21.93,32.03,24.87,21.36,23.61,,,,,
Calc annual,31.37,22.52,21.93,32.03,24.87,21.36,23.61,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
