"PETERSFIELD DITCHAM PARK",,,,,,,,,,,,
Grid ref,SU748176,Long,-0.936478,Lat,50.952988,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.78,1.21,,
February,,,,,,,,,1.61,0.50,,
March,,,,,,,,,3.51,5.51,,
April,,,,,,,,,2.81,1.67,,
May,,,,,,,,,2.42,2.51,,
June,,,,,,,,,0.94,3.18,,
July,,,,,,,,,3.07,3.63,,
August,,,,,,,,,5.61,3.06,,
September,,,,,,,,0.58,2.11,3.84,,
October,,,,,,,,7.98,3.15,9.07,,
November,,,,,,,,2.85,1.47,0.80,,
December,,,,,,,,4.16,4.29,5.38,,
Total,,,,,,,,,32.77,40.36,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.57,32.77,40.36,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
