"SOUTHAMPTON, NETLEY, ROYAL VICTORIA HOSPITAL",,,,,,,,,,,,
Grid ref,SU465077,Long,-1.340594,Lat,50.866942,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.32,1.63,1.44,2.92,5.90,1.41,7.81,0.89,1.61,,,
February,7.14,1.72,1.91,2.25,4.85,0.91,3.65,1.26,1.30,,,
March,1.60,2.76,2.69,4.05,2.25,6.32,1.49,0.58,1.97,,,
April,1.65,3.53,2.03,3.46,1.77,2.17,0.90,4.46,1.19,,,
May,2.12,1.80,2.78,2.29,4.52,0.91,1.99,2.17,1.93,,,
June,3.45,1.72,4.74,3.67,1.53,4.23,1.46,2.20,0.55,,,
July,1.64,3.83,1.65,3.28,1.67,0.29,0.58,1.33,2.02,,,
August,3.81,2.33,3.50,5.24,4.55,3.05,1.43,1.57,4.40,,,
September,1.43,2.53,1.41,3.34,3.04,1.92,1.07,0.33,1.75,,,
October,3.29,3.90,2.86,12.61,3.04,2.40,6.51,7.75,1.65,,,
November,4.03,0.63,3.45,2.59,1.38,3.98,4.69,2.55,1.26,,,
December,4.53,5.15,2.24,4.23,4.34,0.70,2.22,4.30,2.91,,,
Total,39.01,31.53,30.70,49.93,38.84,28.29,33.80,29.39,22.54,,,
Calc annual,39.01,31.53,30.70,49.93,38.84,28.29,33.80,29.39,22.54,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,NaN,,
