"MOSSLEY MANOR HOUSE YARD",,,,,,,,,,,,
Grid ref,SD975029,Long,-2.039178,Lat,53.522762,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.56,,
February,,,,,,,,,,2.31,,
March,,,,,,,,,,3.91,,
April,,,,,,,,,,3.63,,
May,,,,,,,,,,2.25,,
June,,,,,,,,,,2.82,,
July,,,,,,,,,,7.25,,
August,,,,,,,,,,3.99,,
September,,,,,,,,,,2.73,,
October,,,,,,,,,,6.51,,
November,,,,,,,,,,1.83,,
December,,,,,,,,,,7.27,,
Total,,,,,,,,,,47.06,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.06,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
