"RIVINGTON STONESHOUSE NO 2",,,,,,,,,,,,
Grid ref,SD621162,Long,-2.574727,Lat,53.640931,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.97,2.90,3.89,3.04,3.93,1.60,6.11,1.62,2.81,2.21,,
February,3.76,2.00,2.51,3.47,4.65,1.75,3.66,1.65,3.93,1.39,,
March,0.91,3.59,2.91,4.19,2.87,3.40,3.17,3.28,3.55,3.33,,
April,2.20,2.97,2.85,1.75,2.38,2.71,1.87,2.14,3.20,4.12,,
May,2.23,1.01,4.19,3.96,2.16,1.04,4.16,4.09,3.47,2.61,,
June,2.61,2.36,1.87,2.01,2.57,2.21,2.77,8.10,1.93,4.39,,
July,2.57,2.08,4.69,4.95,1.80,2.67,2.05,3.86,5.08,6.17,,
August,6.52,3.14,2.97,5.81,4.59,4.62,4.34,4.87,3.46,4.57,,
September,3.10,1.19,2.75,5.97,1.51,2.71,1.75,1.15,5.61,2.90,,
October,6.40,3.76,5.15,8.65,3.30,4.41,7.00,3.32,2.15,6.77,,
November,5.16,4.85,3.14,4.36,3.27,5.18,3.42,3.60,3.05,1.75,,
December,5.61,4.06,3.56,-999.00,3.80,1.25,4.99,4.00,2.44,7.23,,
Total,47.04,33.91,40.48,50.83,36.83,33.55,45.29,41.68,40.68,47.44,,
Calc annual,47.04,33.91,40.48,48.16,36.83,33.55,45.29,41.68,40.68,47.44,,
Difference,-0.00,-0.00,-0.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,,
