"MOORFOOOT HILLS BOWBATE",,,,,,,,,,,,
Grid ref,NT288470,Long,-3.134737,Lat,55.711184,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.65,3.25,2.85,6.75,2.77,1.85,4.45,3.35,4.17,4.34,,
February,4.65,2.75,1.40,6.25,5.35,2.25,2.25,3.60,2.78,3.78,,
March,2.58,3.25,2.75,5.15,2.90,5.58,3.92,3.17,8.60,8.40,,
April,2.65,2.47,2.60,1.25,4.10,3.05,1.53,3.20,2.10,3.84,,
May,1.95,2.60,3.35,2.65,5.30,2.40,6.80,4.65,3.60,3.90,,
June,4.47,2.80,3.00,2.10,3.60,1.60,2.40,4.45,1.98,2.45,,
July,4.26,1.40,2.97,4.70,2.95,2.50,2.93,3.25,4.35,6.08,,
August,4.30,6.67,5.08,5.30,6.27,4.80,7.70,5.12,3.73,3.20,,
September,3.50,1.80,2.63,2.50,2.80,4.10,1.74,2.05,5.55,3.32,,
October,6.10,4.00,2.55,9.75,1.72,3.55,9.50,11.60,1.82,6.43,,
November,5.85,5.23,2.85,3.55,2.65,5.50,7.40,2.95,2.29,1.65,,
December,6.55,4.75,5.25,3.63,4.10,2.07,3.10,6.10,1.05,4.70,,
Total,53.51,40.97,37.28,53.58,44.51,39.25,53.72,53.49,42.02,52.09,,
Calc annual,53.51,40.97,37.28,53.58,44.51,39.25,53.72,53.49,42.02,52.09,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
