"WHITWELL RECTORY",,,,,,,,,,,,
Grid ref,SK924087,Long,-0.635059,Lat,52.668147,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,4.24,0.90,1.11,0.97,,
February,,,,,,,1.88,1.44,1.34,0.35,,
March,,,,,,,1.52,1.55,2.49,3.17,,
April,,,,,,,0.66,2.67,2.35,1.62,,
May,,,,,,,1.74,4.12,1.53,1.47,,
June,,,,,,,2.93,2.04,0.61,2.39,,
July,,,,,,2.37,2.11,2.06,2.80,3.09,,
August,,,,,,2.87,1.39,2.37,2.41,2.12,,
September,,,,,,3.38,0.96,0.68,1.69,2.98,,
October,,,,,,1.17,4.06,3.93,1.65,3.69,,
November,,,,,,2.91,4.12,2.32,0.65,0.62,,
December,,,,,,0.76,2.50,3.45,1.18,4.00,,
Total,,,,,,,28.11,27.53,19.81,26.47,,
Calc annual,0.00,0.00,0.00,0.00,0.00,13.46,28.11,27.53,19.81,26.47,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,,
