"READING LONDON ROAD UNIVERSITY COLLEGE",,,,,,,,,,,,
Grid ref,SU722728,Long,-0.962399,Lat,51.449592,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.21,0.84,3.42,,,,,,,,
February,,1.41,1.41,1.15,,,,,,,,
March,,1.13,1.85,3.15,,,,,,,,
April,,2.12,0.90,1.85,,,,,,,,
May,,0.49,2.46,3.32,,,,,,,,
June,,1.67,2.51,5.31,,,,,,,,
July,,2.22,0.96,3.18,,,,,,,,
August,,2.06,3.60,3.36,,,,,,,,
September,,1.80,1.05,2.15,,,,,,,,
October,,1.88,1.71,7.07,,,,,,,,
November,,0.44,2.41,1.81,,,,,,,,
December,,3.55,1.23,2.08,,,,,,,,
Total,,19.98,20.93,37.85,,,,,,,,
Calc annual,0.00,19.98,20.93,37.85,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
