"BATH CHARLCOMBE HAMILTON HOUSE",,,,,,,,,,,,
Grid ref,ST740673,Long,-2.375165,Lat,51.404126,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.48,,0.93,,
February,,,,,,,,1.62,,0.73,,
March,,,,,,,,1.01,,3.35,,
April,,,,,,,,3.43,,2.03,,
May,,,,,,,,3.44,,1.49,,
June,,,,,,,,2.95,,4.29,,
July,,,,,,,,4.50,,2.64,,
August,,,,,,,,2.37,,2.37,,
September,,,,,,,,0.64,,2.98,,
October,,,,,,,,5.65,,5.10,,
November,,,,,,,,2.45,,1.17,,
December,,,,,,,,5.19,,4.79,,
Total,,,,,,,,34.73,,31.87,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.73,0.00,31.87,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,NaN,-0.00,,
