"MAER HALL GARDENS",,,,,,,,,,,,
Grid ref,SJ792382,Long,-2.310952,Lat,52.940784,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.95,2.56,2.30,2.35,3.05,1.31,4.97,1.56,1.67,1.81,,
February,4.02,1.81,1.74,1.51,3.36,0.82,2.60,2.14,2.32,1.07,,
March,1.17,2.73,2.40,4.44,1.80,4.27,2.36,1.66,3.38,2.99,,
April,1.34,2.28,2.00,1.34,1.76,1.74,1.15,1.66,3.58,2.75,,
May,1.85,1.71,3.21,3.00,2.23,0.76,3.05,3.93,2.87,1.56,,
June,3.75,1.52,2.54,1.29,1.20,2.38,1.97,5.31,3.16,4.32,,
July,3.40,3.35,2.03,3.32,2.42,2.09,0.41,4.61,3.18,5.47,,
August,5.80,3.87,3.41,5.12,4.41,5.03,2.13,4.09,3.42,2.79,,
September,1.01,1.17,1.21,4.84,1.45,1.48,1.62,1.02,4.16,3.28,,
October,3.86,2.40,3.39,6.45,1.84,2.39,5.65,4.35,2.00,5.41,,
November,3.01,2.62,2.07,3.13,1.83,3.47,2.67,3.11,2.59,1.64,,
December,4.26,3.34,2.44,1.53,1.85,0.62,3.79,2.54,2.81,4.97,,
Total,37.42,29.36,28.74,38.32,27.20,26.36,32.37,35.98,35.14,38.06,,
Calc annual,37.42,29.36,28.74,38.32,27.20,26.36,32.37,35.98,35.14,38.06,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
