"MASHAM MOOR HIGH SOUR MINE",,,,,,,,,,,,
Grid ref,SE143790,Long,-1.782262,Lat,54.206548,,,,,,,
Station no,3411,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.21,1.32,4.10,3.20,0.89,4.04,0.96,2.20,1.20,,
February,,1.82,1.66,3.50,4.03,1.46,1.83,1.58,1.87,0.92,,
March,,3.26,1.06,5.59,2.43,2.14,1.90,2.41,4.28,4.04,,
April,,2.28,1.52,1.60,2.57,2.58,0.49,1.56,2.47,2.65,,
May,,1.69,2.69,5.71,3.70,0.58,4.01,4.25,2.45,1.57,,
June,,1.49,1.83,2.70,1.42,1.43,1.17,3.79,2.11,2.87,,
July,,4.75,2.05,3.15,1.97,0.45,0.80,2.21,2.86,2.28,,
August,,1.76,2.28,3.53,3.35,3.88,2.19,1.50,2.40,3.64,,
September,,1.40,1.78,4.27,0.86,2.12,0.39,0.42,3.55,1.98,,
October,,1.38,3.91,8.69,0.66,1.77,6.46,7.33,2.31,2.85,,
November,,4.92,2.33,1.34,2.43,6.07,3.55,2.65,2.09,0.69,,
December,,3.95,3.28,2.63,1.70,0.95,1.87,3.54,1.29,3.86,,
Total,,30.91,25.71,46.81,28.32,24.32,28.70,32.20,29.88,28.55,,
Calc annual,0.00,30.91,25.71,46.81,28.32,24.32,28.70,32.20,29.88,28.55,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
