"BRIGG, BRIDGE ST",,,,,,,,,,,,
Grid ref,SE995071,Long,-0.499640,Lat,53.551112,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.12,0.91,0.85,1.83,1.47,0.64,2.85,0.68,1.28,1.27,,
February,2.89,3.66,1.49,0.99,2.85,0.90,2.63,1.49,2.19,0.99,,
March,0.92,1.58,1.47,2.59,1.68,2.44,1.94,1.19,3.02,2.83,,
April,1.19,1.64,2.02,1.57,1.15,2.12,0.63,1.75,2.67,2.39,,
May,1.51,0.41,2.63,2.63,1.79,0.67,1.89,2.96,1.59,0.73,,
June,2.01,2.21,2.66,1.46,0.57,3.81,1.48,2.89,1.19,2.73,,
July,2.37,1.25,1.76,2.57,4.06,1.23,0.56,2.20,3.55,3.54,,
August,5.59,2.81,2.66,4.31,4.13,3.77,1.24,1.83,2.58,3.97,,
September,0.73,0.96,0.48,3.79,2.10,1.77,1.08,0.66,1.69,1.86,,
October,2.17,3.77,2.85,5.75,0.97,2.11,5.38,4.24,1.09,3.42,,
November,2.33,3.47,1.34,1.66,1.38,3.23,3.80,1.95,1.29,0.71,,
December,3.32,5.30,1.91,1.13,1.56,0.58,2.27,2.47,1.74,4.45,,
Total,28.15,27.97,22.12,30.28,23.71,23.27,25.75,24.31,23.88,28.89,,
Calc annual,28.15,27.97,22.12,30.28,23.71,23.27,25.75,24.31,23.88,28.89,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
