"HARROGATE TEN ACRE RESERVOIR",,,,,,,,,,,,
Grid ref,SE248535,Long,-1.623368,Lat,53.976973,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.96,1.35,1.34,1.92,2.59,0.81,3.55,0.84,1.16,0.80,,
February,3.73,1.16,1.13,2.75,2.76,1.39,1.66,1.48,1.30,0.54,,
March,0.45,1.52,1.11,3.52,1.47,2.64,1.47,2.06,3.30,3.74,,
April,1.67,2.86,1.56,1.23,1.68,2.04,0.61,1.44,2.31,2.57,,
May,1.24,1.03,2.96,3.83,2.36,0.63,2.13,4.09,2.80,1.67,,
June,3.67,1.46,1.89,1.72,1.67,1.47,1.04,3.67,0.90,3.28,,
July,3.03,1.57,2.19,3.69,2.89,1.06,1.65,2.09,3.54,3.74,,
August,5.21,1.26,3.28,3.31,3.54,3.64,2.86,1.74,2.02,3.49,,
September,0.77,1.36,1.19,4.06,1.26,1.81,0.72,1.00,2.82,1.70,,
October,3.70,2.00,3.75,7.95,0.74,1.71,4.25,6.73,1.77,2.51,,
November,3.65,4.08,2.18,1.85,2.38,4.35,3.37,2.35,1.70,0.99,,
December,3.33,2.88,2.29,1.24,1.47,0.42,1.59,3.45,1.25,4.18,,
Total,34.41,22.53,24.87,37.07,24.81,21.97,24.90,30.94,24.87,29.21,,
Calc annual,34.41,22.53,24.87,37.07,24.81,21.97,24.90,30.94,24.87,29.21,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
