"SHEFFIELD DALE DYKE RESERVOIR",,,,,,,,,,,,
Grid ref,SK245919,Long,-1.632790,Lat,53.423332,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,2.21,5.52,1.84,2.89,2.36,,
February,,,,,,2.42,3.83,2.49,3.02,2.03,,
March,,,,,,4.40,3.43,3.69,3.93,5.48,,
April,,,,,,3.37,1.48,2.99,2.89,2.33,,
May,,,,,,0.48,3.17,4.33,3.37,2.46,,
June,,,,,,3.66,2.14,5.66,2.22,4.00,,
July,,,,,,2.15,2.67,2.31,3.94,4.57,,
August,,,,,,5.06,2.74,3.16,3.38,2.04,,
September,,,,,,1.87,1.06,0.72,2.46,2.53,,
October,,,,,,3.34,6.23,6.54,1.43,4.49,,
November,,,,,,5.91,5.08,3.69,2.65,1.41,,
December,,,,,,1.12,4.02,3.27,1.86,8.48,,
Total,,,,,,35.99,41.37,40.69,34.04,42.18,,
Calc annual,0.00,0.00,0.00,0.00,0.00,35.99,41.37,40.69,34.04,42.18,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,,
