"HECKFIELD PARK CORNER",,,,,,,,,,,,
Grid ref,SU714626,Long,-0.975959,Lat,51.357994,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.50,1.11,0.68,2.60,2.44,0.56,3.43,0.81,1.32,0.90,,
February,3.94,1.31,1.02,1.14,2.88,0.41,1.69,1.26,1.20,0.39,,
March,1.12,1.65,1.87,4.53,0.83,3.91,1.49,0.85,2.73,3.32,,
April,0.94,2.10,0.99,2.34,1.16,1.55,0.58,3.54,3.52,1.64,,
May,1.16,0.72,2.36,2.26,2.87,1.86,2.06,1.47,1.38,1.56,,
June,2.62,2.27,2.97,5.31,0.79,4.22,2.49,1.94,0.91,4.95,,
July,0.45,1.87,1.44,3.12,1.81,0.71,0.50,1.31,1.60,2.13,,
August,1.86,2.22,3.55,3.28,2.20,2.96,1.02,1.86,2.91,1.88,,
September,0.53,1.41,1.58,2.12,1.41,1.98,1.17,0.56,1.59,2.80,,
October,2.37,2.03,1.33,8.16,1.54,1.64,4.85,4.77,1.72,4.36,,
November,1.92,0.40,2.70,1.49,1.59,3.01,3.79,2.23,0.88,0.68,,
December,3.09,3.66,1.33,2.45,2.16,0.68,1.97,3.59,2.15,2.32,,
Total,22.50,20.75,21.82,38.80,21.68,23.49,25.04,24.19,21.91,26.93,,
Calc annual,22.50,20.75,21.82,38.80,21.68,23.49,25.04,24.19,21.91,26.93,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
