"ENFIELD CHACE COURT",,,,,,,,,,,,
Grid ref,TQ320969,Long,-0.093209,Lat,51.655397,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,0.64,0.99,,2.22,,,,,,,
February,,0.88,1.31,,3.27,,,,,,,
March,,2.64,1.66,,1.56,,,,,,,
April,,2.41,0.64,,1.02,,,,,,,
May,,1.39,2.54,,1.91,,,,,,,
June,,0.58,3.39,,1.32,,,,,,,
July,,2.43,1.74,,2.48,,,,,,,
August,,1.62,4.34,,1.41,,,,,,,
September,,1.75,1.58,,2.07,,,,,,,
October,,2.09,1.25,,1.68,,,,,,,
November,,0.59,1.52,,1.74,,,,,,,
December,,3.32,1.55,,1.75,,,,,,,
Total,,20.34,22.51,,22.43,,,,,,,
Calc annual,0.00,20.34,22.51,0.00,22.43,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,,
