"BULWELL NUTTALL RECTORY",,,,,,,,,,,,
Grid ref,SK515445,Long,-1.234155,Lat,52.995359,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.18,,,
February,,,,,,,,,1.87,,,
March,,,,,,,,,2.99,,,
April,,,,,,,,,2.20,,,
May,,,,,,,,,2.31,,,
June,,,,,,,,,2.28,,,
July,,,,,,,,,3.58,,,
August,,,,,,,,,2.40,,,
September,,,,,,,,,1.77,,,
October,,,,,,,,,1.09,,,
November,,,,,,,,,1.22,,,
December,,,,,,,,,1.71,,,
Total,,,,,,,,,24.60,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.60,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
