"DORKING WEST STREET",,,,,,,,,,,,
Grid ref,TQ164494,Long,-0.334218,Lat,51.231925,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.68,1.22,1.02,2.56,4.96,1.31,,,1.45,1.10,,
February,4.70,1.91,1.23,1.84,3.10,0.59,,1.08,0.94,0.36,,
March,0.79,2.32,1.86,3.54,1.26,3.70,,0.60,3.01,3.39,,
April,0.86,2.26,0.95,1.85,1.32,1.30,,3.31,1.93,1.87,,
May,1.00,0.37,2.45,3.33,1.75,0.67,,3.03,2.57,1.58,,
June,2.51,1.44,3.95,4.58,0.61,4.01,,1.63,1.82,2.56,,
July,0.91,1.74,1.62,3.49,1.04,0.68,,1.58,2.14,3.16,,
August,3.08,1.87,2.82,5.30,1.48,2.47,,2.40,3.91,2.60,,
September,1.04,2.31,0.71,3.37,1.12,1.62,,0.37,1.65,2.37,,
October,1.95,2.79,2.20,7.32,2.13,1.46,,5.34,1.93,4.91,,
November,2.46,0.57,2.64,2.05,1.19,4.45,,3.36,0.95,0.78,,
December,3.35,5.63,1.40,2.37,2.85,0.56,,3.48,3.18,4.41,,
Total,26.33,24.43,22.85,41.60,22.81,22.82,,,25.48,29.09,,
Calc annual,26.33,24.43,22.85,41.60,22.81,22.82,0.00,26.18,25.48,29.09,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,0.00,-0.00,,
