"WHEATLEY SCHOOL",,,,,,,,,,,,
Grid ref,SP596058,Long,-1.138098,Lat,51.747736,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,2.55,,
April,,,,,,,,,,2.05,,
May,,,,,,,,,,2.11,,
June,,,,,,,,,,4.25,,
July,,,,,,,,,,2.80,,
August,,,,,,,,,,2.81,,
September,,,,,,,,,,2.47,,
October,,,,,,,,,,4.23,,
November,,,,,,,,,,0.95,,
December,,,,,,,,,,3.44,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.66,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
