"PENTLAND HILLS LOGANLEA",,,,,,,,,,,,
Grid ref,NT198626,Long,-3.282533,Lat,55.849908,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.48,2.27,1.46,5.79,3.56,1.11,5.28,1.85,5.60,5.13,,
February,5.13,1.46,0.90,5.75,3.49,1.88,2.00,2.54,1.87,2.35,,
March,1.95,3.21,2.19,6.71,1.63,4.57,3.36,2.93,5.35,6.06,,
April,2.37,2.42,1.81,1.40,3.34,2.09,1.26,1.52,2.41,2.74,,
May,1.99,3.21,3.22,2.78,4.58,1.34,5.50,3.80,2.26,2.16,,
June,3.65,2.21,3.11,1.84,3.27,0.88,2.47,3.71,1.56,2.70,,
July,3.37,1.00,2.62,4.29,2.27,2.42,1.72,3.27,4.33,4.62,,
August,4.68,5.52,1.53,3.84,5.10,3.90,6.87,3.93,2.82,2.55,,
September,3.78,1.72,2.37,2.70,1.71,2.88,0.74,1.50,3.62,2.82,,
October,4.27,2.53,2.56,8.28,1.69,2.53,8.81,10.85,1.11,5.99,,
November,6.25,3.85,0.97,2.62,1.79,3.90,5.95,1.79,2.28,1.32,,
December,7.58,4.08,3.29,2.11,4.45,2.22,1.62,5.53,1.28,4.45,,
Total,49.50,33.48,26.03,48.11,36.88,29.72,45.58,43.22,34.49,42.89,,
Calc annual,49.50,33.48,26.03,48.11,36.88,29.72,45.58,43.22,34.49,42.89,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
